act-name,see,aka
Armament Retooling and Manufacturing Support Act of 1992,,
Armed Career Criminal Act of 1984,,
"Armed Forces Absentee Voting Act	","See Uniformed and Overseas Citizens Absentee Voting Act	",
"Armed Forces Damages Settlement Act	",,
"Armed Forces Domestic Security Act	",,
"Armed Forces Enlisted Personnel Bonus Revision Act of 1974	",,
"Armed Forces Immigration Adjustment Act of 1991	",,
"Armed Forces Leave Act of 1946	",,
"Armed Forces Regular Officer Augmentation Act of 1956	",,
"Armed Forces Reserve Act of 1952	",,
Armed Forces Retirement Home Act of 1991,,
"Armed Forces Voluntary Recruitment Act of 1945	",,
"Armed Services Procurement Act of 1947	",,
Arming Pilots Against Terrorism Act,,
"Armistice Day Act	","Renamed Veterans Day Act	",
"Armored Car Industry Reciprocity Act of 1993	",,
"Armored Car Reciprocity Amendments of 1998	",,
"Arms Control and Disarmament Act Amendments of 1977	",,
"Arms Control and Disarmament Act	",,
"Arms Control and Disarmament Amendments Act of 1982	",,
"Arms Control and Disarmament Amendments Act of 1987	",,
"Arms Control and Disarmament Amendments Act of 1989	",,
Arms Control and Nonproliferation Act of 1994,,
Arms Control and Nonproliferation Act of 1999,,
"Arms Control, Nonproliferation, and Security Assistance Act of 1999 ",,
"Arms Export Control Act	",,
"Arms Sale Resolution	",,
"Army Air Base Act	",,
Army and Air Force Authorization Act of 1949,,
"Army and Air Force Vitalization and Retirement Equalization Act of 1948	",,
Army at Polls (Army Appropriation Act) ,,
"Army Aviation Cadet Act	",,
"Army Clothing-Equipage Act	",,
"Army Experimental Test Act	",,
"Army Housing Act	",,
"Army Medical Department Act	",,
"Army National Guard Combat Readiness Reform Act of 1992	",,
"Army Nurse and Medical Specialist Act of 1957	",,
"Army Organization Act of 1950	",,
"Army Posts Construction Act	",,
"Army Promotion Act	",,
"Army Reserve and Retired Personnel Service Law of 1940	",,
"Army Reserve and Retired Personnel Service Law of 1940	",,
"Army Reserve-National Guard Equity Reimbursement Act	",,
"Army Specialist Joseph P. Micks Federal Flag Code Amendment Act of 2007	",,
"Army-Foreign Service Act	",,
"Army-Navy Medical Services Corps Act of 1947	",,
Army-Navy Nurses Act of 1947,,
"Army-Navy Pay Act	",,
"Army-Navy Unification Act	","See National Security Act of 1947	",
"Army-Navy-Public Health Service Medical Officer Procurement Act of 1947	",,
"Aroostook Band of Micmacs Settlement Act	",,
"Arrest Facilitation Act	",,
"Arson Prevention Act of 1994	",,
"ART Act	",,"Also known as the Artists' Rights and Theft Prevention Act of 2005	"
"Arthritis, Diabetes, and Digestive Disease Amendments of 1976 ",,
"Articles for the Government of the Navy	","See Uniform Code of Military Justice	",
Articles of War Act (Fugitive Slaves) ,,
"Articles of War	","See Uniform Code of Military Justice	",
"Artists' Rights and Theft Prevention Act of 2005	",,"Also known as the ART Act	"
"Arts and Artifacts Indemnity Act	",,
"Arts and Humanities Act of 1980	",,
Arts in Education Act of 1978,,
"Arts, Humanities, and Cultural Affairs Act of 1976 ",,
"Arts, Humanities, and Museums Amendments of 1985 ",,
"Arts, Humanities, and Museums Amendments of 1990 ",,
"Asbestos Hazard Emergency Response Act of 1986	",,
"Asbestos Information Act of 1988	",,
"Asbestos School Hazard Abatement Act of 1984	",,
"Asbestos School Hazard Abatement Reauthorization Act of 1990	",,
"Asbestos School Hazard Detection and Control Act of 1980	",,
Ash Pan Act (Railroads) ,,
Ashurst-Sumners Act (Shipment in Interstate Commerce of Convict Made Goods),,
"Ashurst-Sumners Act	",,
"Asia Foundation Act	",,
"Asian Carp Prevention and Control Act	",,
"Asian Development Bank Act	",,
"Asian Elephant Conservation Act of 1997	",,
"Asian Elephant Conservation Reauthorization Act of 2002	",,
"Asian Elephant Conservation Reauthorization Act of 2007	",,
"Asia-Pacific Economic Cooperation Business Travel Cards Act of 2011	",,
"Assateague Island National Seashore Act	",,
"Asset Conservation, Lender Liability, and Deposit Insurance Protection Act of 1996 ",,
Asset Forfeiture Amendments Act of 1988,,
"Assets for Independence Act Amendments of 2000	",,
Assets for Independence Act,,
"Assignment of Claims Act of 1940	",,
"Assimilative Crimes Statute	",,
"Assistance for Individuals with Disabilities Affected by Hurricane Katrina or Rita Act of 2005	",,
"Assistance for International Malaria Control Act	",,
"Assistance for Orphans and Other Vulnerable Children in Developing Countries Act of 2005	",,
Assistance for Unemployed Workers and Struggling Families Act,,
Assistance to Firefighters Grant Program Reauthorization Act of 2004,,
"Assisted Suicide Funding Restriction Act of 1997	",,
"Assistive Technology Act of 1998	",,
"Assistive Technology Act of 2004	",,
Assumption Act (State Debts) ,,
"Asthmatic Schoolchildren's Treatment and Health Management Act of 2004	",,
Atchafalaya National Heritage Area Act,,
Atlantic Coastal Fisheries Act of 2000,,
Atlantic Coastal Fisheries Cooperative Management Act,,
"Atlantic Fisheries Act	",,
Atlantic Salmon Convention Act of 1982,,
"Atlantic Striped Bass Conservation Act Amendments of 1997	",,
"Atlantic Striped Bass Conservation Act	",,
"Atlantic Tunas Convention Act of 1975	",,
Atlantic Tunas Convention Authorization Act of 1995,,
ATM Fee Reform Act of 1999,,
Atoka Agreement (Indians) ,,
"Atomic Energy Act of 1946	","Renamed Atomic Energy Act of 1954	",
"Atomic Energy Act of 1954	",,
"Atomic Energy Commission Appropriation Act, 1958	",,
"Atomic Energy Commission Appropriation Act, 1960	",,
"Atomic Energy Community Act of 1955	",,
Atomic Energy Damages Act,,"Also known as the Price-Anderson Act	"
Atomic Energy Defense Act,,
Atomic Testing Liability Act,,
"Atomic Weapons and Special Nuclear Materials Rewards Act	",,
"Atomic Weapons Rewards Act of 1955	","Renamed Atomic Weapons and Special Nuclear Materials Rewards Act	",
"Attendant Allowance Adjustment Act	",,
"Auburn Indian Restoration Act	",,
"Auction Reform Act of 2002	",,
"Audio Home Recording Act of 1992	",,
"Augustus F. Hawkins Human Services Reauthorization Act of 1990	",,
"Augustus F. Hawkins-Robert T. Stafford Elementary and Secondary School Improvement Amendments of 1988	",,
"Authorization for Use of Military Force Against Iraq Resolution of 2002	",,
"Authorization for Use of Military Force Against Iraq Resolution	",,
"Authorization for Use of Military Force	",,
"Auto Pricing Law	","See Automobile Information Disclosure Act	",
Automatic Coupler Act (Amendment) ,,
Automatic Coupler Act (Interstate Commerce) ,,
"Automatic Defibrillation in Adam's Memory Act	",,
"Automobile Dealers' Day in Court Act	",,
"Automobile Fuel Efficiency Act of 1980	",,
"Automobile Information Disclosure Act	",,
Automobile National Heritage Area Act,,
"Automobile Tax Act	",,
"Automotive Products Trade Act of 1965	",,
Automotive Propulsion Research and Development Act of 1978,,
"Autonomy Act	",,
"Aviation and Transportation Security Act	",,
"Aviation Career Incentive Act of 1974	",,
"Aviation Day Act	","See National Aviation Day Act	",
"Aviation Disaster Family Assistance Act of 1996	",,
"Aviation Drug-Trafficking Control Act	",,
"Aviation Insurance Reauthorization Act of 1997	",,
"Aviation Medical Assistance Act of 1998	",,
"Aviation Pilots Act	",,
"Aviation Safety and Capacity Expansion Act of 1990	",,
"Aviation Safety and Noise Abatement Act of 1979	",,
Aviation Safety Commission Act of 1986,,
"Aviation Safety Research Act of 1988	",,
"Aviation Security Improvement Act of 1990	",,
"Aviation Service Act	",,
"Aviation Streamlining Approval Process Act of 2003	",,
"Baby Bonds	","See Savings Bond Act	",
Baby Doe Amendment,,
"Baca Location No. 1 Land Acquisition and Study Act of 1990	",,
"Bacharach Act	",,
"Back Pay Act of 1966	",,
Backbone Grant Act (Texas Pacific Railroad) ,,
"Bacon-Davis Act	","See Davis-Bacon Act	",
Bad Check Law (District of Columbia) ,,
"Bail Reform Act of 1966	",,
"Bail Reform Act of 1984	",,
"Bailey Merchant Marine Act	",,
"Bainbridge Island Japanese-American Memorial Study Act of 2002	",,
"Balanced Budget Act of 1997	",,
"Balanced Budget and Emergency Deficit Control Act of 1985	",,
"Balanced Budget and Emergency Deficit Control Reaffirmation Act of 1987	",,
"Balanced Budget Downpayment Act, I ",,
"Bald Eagle Protection Act	",,
"Baldwin Amendment	",,
Ball Act (Rents in District of Columbia) ,,
"Ballistic Knife Prohibition Act of 1986	",,
"Ballistic Missile Defense Act of 1995	",,
"Bandelier National Monument Administrative Improvement and Watershed Protection Act of 1998	",,
"Bangladesh Disaster Assistance Act of 1988	",,
"Bank and Savings Association Holding Company and Depository Institution Regulatory Improvements Act of 2010	",,
"Bank Bribery Amendments Act of 1985	",,
"Bank Conservation Act	",,
"Bank Deposit Insurance Act	","See Federal Deposit Insurance Act	",
"Bank Enterprise Act of 1991	",,
"Bank Export Services Act	",,
"Bank for Economic Cooperation and Development in the Middle East and North Africa Act	",,
"Bank Holding Company Act Amendments of 1970	",,
"Bank Holding Company Act of 1956	",,
"Bank Holding Company Tax Act of 1976	",,
"Bank Note and Redemption Act	",,
"Bank Official Loan Act	",,
"Bank Protection Act of 1968	",,
"Bank Robbery Act	",,
"Bank Secrecy Act	",,
"Bank Service Company Act	",,
"Bank Service Corporation Act	","Renamed Bank Service Company Act	",
"Bankhead Cotton Act of 1934	","See Cotton Control Act	",
"Bankhead Cotton-Control Act	","See Cotton Control Act	",
"Bankhead-Jones Act	",,"Also known as the Agricultural Research Act	"
"Bankhead-Jones Farm Tenant Act	",,
"Banking Act of 1933	",,
"Banking Act of 1935	",,
"Banking Affiliates Act of 1982	",,
"Banking and Related Programs Authorization Adjustment Act	",,
"Bankrupt Railroad Service Preservation and Employee Protection Act of 1982	",,
"Bankruptcy Abuse Prevention and Consumer Protection Act of 2005	",,
"Bankruptcy Act	",,
"Bankruptcy Act, Amendments of 1938 ",See Chandler Act (Bankruptcy Revision) ,
"Bankruptcy Act, Amendments of 1939 ","See Chandler Rail Bankruptcy Act	",
"Bankruptcy Amendments and Federal Judgeship Act of 1984	",,
"Bankruptcy Extension Act	","See Municipal Bankruptcy Extension Act	",
"Bankruptcy Judges, United States Trustees, and Family Farmer Bankruptcy Act of 1986",,
"Bankruptcy Judgeship Act of 1992	",,
"Bankruptcy Judgeship Act of 2005	",,
"Bankruptcy Reform Act of 1978	",,
"Bankruptcy Reform Act of 1994	",,
"Bankruptcy Tax Act of 1980	",,
"Bankruptcy Technical Corrections Act of 2010	",,
"Barbour Espionage Act	","See Espionage Act	",
"Barbour Fight Film Act	",,
"Barkley-Cole Trust Indenture Act of 1939	","See Trust Indenture Act of 1939	",
Barkley-Norris Resolution (T. V. Authority),,
"Barrow Gas Field Transfer Act of 1984	",,
"Barry Goldwater Scholarship and Excellence in Education Act	",,
Bartlett Act (Three Mile Fishery Jurisdiction) ,,
Bartlett Act (Twelve Mile Fishery Jurisdiction) ,,
"Base Closure Community Redevelopment and Homeless Assistance Act of 1994	",,
"Basic Pilot Extension Act of 2001	",,
"Basic Pilot Program Extension and Expansion Act of 2003	",,
"Battered Immigrant Women Protection Act of 2000	",,
"Battered Women's Testimony Act of 1992	",,
"Battle Act	","See Mutual Defense Assistance Control Act of 1951	",
"Battleship Overhaul Act	",,
"Bayh-Dole Act	",,"Also known as the University and Small Business Patent Procedures Act of 1980	"
"Beaches Environmental Assessment and Coastal Health Act of 2000	",,
"Beef Promotion and Research Act of 1985	",,
"Beef Research and Information Act	",,
"Beer-Wine Revenue Act	",,
"Belarus Democracy Act of 2004	",,
"Belarus Democracy and Human Rights Act of 2011	",,
"Belarus Democracy Reauthorization Act of 2006	",,
"Bend Feed Canal Pipeline Project Act of 2000	",,
"Bend Pine Nursery Land Conveyance Act	",,
"Benign Brain Tumor Cancer Registries Amendment Act	",,
"Benjamin Franklin Commemorative Coin Act	",,
"Benjamin Franklin National Memorial Commemoration Act of 2005	",,
"Benjamin Franklin National Memorial Commemorative Medal and Fire Service Bill of Rights Act	",,
"Benjamin Franklin Tercentenary Commission Act	",,
"Benning Road Widening Act	",,
"Berne Convention Implementation Act of 1988	",,
Berry Amendment,,
"Best Pharmaceuticals for Children Act of 2007	",,
"Best Pharmaceuticals for Children Act	",,
"Betty Dick Residence Protection Act	",,
"Bicentennial of the Constitution Coins Act	",,
"Bicentennial of the United States Capitol Commemorative Coin Act	",,
"Bicentennial of the United States Congress Commemorative Coin Act	",,
"Big Brothers--Big Sisters of America	",,
"Big Cypress National Preserve Addition Act	",,
"Big South Fork National River and Recreation Area Act	",,
"Big Sur Wilderness and Conservation Act of 2002	",,
"Big Thicket National Preserve Addition Act of 1993	",,
"Bighorn Canyon National Recreation Area Act	",,
"Bikini Resettlement and Relocation Act of 2000	",,
Bilingual Education Act,,
Bill Emerson Good Samaritan Food Donation Act,,
"Bill Emerson Humanitarian Trust Act of 1998	",,
"Bill Emerson Humanitarian Trust Act	",,
"Bill Emerson National Hunger Fellows and Mickey Leland International Hunger Fellows Program Act of 2008	",,
Bill of Abominations (Tariff) ,,
Bill of Lading Act (Interstate and Foreign Commerce),"See Pomerene Bills Of Lading Act	",
"Biological Weapons Anti-Terrorism Act of 1989	",,
"Biologics Price Competition and Innovation Act of 2009	",,
"Biomass Energy and Alcohol Fuels Act of 1980	",,
"Biomass Research and Development Act of 2000	",,
"Biomaterials Access Assurance Act of 1998	",,
"Biomedical Research and Research Training Amendments of 1978	",,
"Biomedical Research Extension Act of 1977	",,
"BIPA	","See Medicare, Medicaid, and SCHIP Benefits Improvement and Protection Act of 2000",
"Bipartisan Campaign Reform Act of 2002	",,
"Bipartisan Trade Promotion Authority Act of 2002	",,
"Birth Defects and Developmental Disabilities Prevention Act of 2003	",,
"Birth Defects Prevention Act of 1998	",,
"Biscayne National Park Act	",,
"Bisti/De-Na-Zin Wilderness Expansion and Fossil Forest Protection Act	",,
Bituminous Coal Act of 1937,,
